PID,RegistrationID,StartPointOverride,InstructionAudio,InstrumentID,AssessmentName,InstrumentTitle,RawScore,TScore,TScoreStandardError,Theta,ThetaStandardError,ChangeSensitiveScore,ChangeSensitiveScoreStandardError,AgeAdjustedStandardScore,AgeAdjustedStandardScoreStandardError,FullyAdjustedTScore,FullyAdjustedTScoreStandardError,NationalPercentileAgeAdjusted,ItemCount,DateFinished,ComputedScore,Language,InstrumentBreakoff,InstrumentStatus2,InstrumentSandSReason,InstrumentRCReasonOther,ParticipantNotes,InstrumentStarted,InstrumentEnded
567,D1BB105C-3F32-43C5-8D6E-DC74AC049219,,,2A5EAC3F-65E6-4257-89B0-9306E345F8EB,MTL RT 2923 8,Memory Task Learning,,,,,,,,,,,,,,2023-02-09T11:36:40-0600,,en-US,1,4,-5,Skipped test,,,2023-02-09T11:36:40-0600
